voltage_kv,69,115,138,161,230,345,500,765
foundation_size_cubic_yard,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0
material_and_install_cost,356182,356182,356182,356182,356182,356182,356182,356182
battery_and_charger,118727,118727,118727,118727,118727,118727,118727,118727
communication_equip_cost,118727,118727,118727,118727,118727,178091,178091,178091
station_pwr_cost,130600,130600,130600,130600,130600,154345,154345,154345
foundation_cost,28001,28001,28001,28001,28001,28001,28001,28001
