voltage_kv,69,115,138,161,230,345,500,765
foundation_size_cubic_yard,3.6,4.5,5.3,6.7,8.0,8.8,19.8,39.6
material_cost,47491,59364,62332,65300,112791,373398,491531,1433250
installation_cost,8905,9498,10092,10685,11873,17809,23745,71663
jumpers_conduit_wiring_grounding_cost,9498,10685,11873,14247,17809,23745,29682,85996
foundation_cost,5600,7001,8245,10423,12445,13689,30801,61601
