voltage_kv,69,115,138,161,230,345,500,765
foundation_size_cubic_yard,3.1,3.9,4.8,6.0,7.2,9.6,14.4,21.6
steel_stand_weight_lbs,1000,1250,1500,1750,2000,3000,4500,6750
material_cost,6827,8548,9855,10359,10864,12853,14811,22218
installation_cost,8193,10258,11825,12431,13037,15423,17773,26660
steel_stand_material_cost,2595,3243,3892,4541,5189,7784,11676,17514
steel_stand_installation_cost,2984,3730,4476,5222,5968,8951,13427,20141
foundation_cost,4822,6067,7466,9334,11201,14934,22401,33602
